track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
0IKfkRzt3d1FoNla2dKi1J,Magnifico difetto,Benji & Fede,Sarà l'atmosfera il caldo la sera La voglia di dirsi parole scontate Sarà un'altra scusa a fermare il tempo A darci ancora un momento Sarà colpa mia o forse anche tua Prometterci niente mantenendo tutto E non chiedere scusa L'amore è sempre una prova Oh Panico panico panico Quando mi guardi Salto mi giro E ripasso senza fermarti Oh oh oh Panico panico panico Quando riparti E non so cosa fare se non ci sei E non so cosa fare se non ci sei Perché noi siamo un magnifico difetto Che con te è stupendo E non voglio dare un senso a tutto questo Ma con te è diverso E cancelliamo le paure Per poi poterci addormentare Perché noi siamo un magnifico difetto Saremo abitudine a volte anche un vizio Sarò sempre pronto a fidarmi di te Sarà che non voglio lasciarti mai sola Dedicarti la noia sarà colpa mia o forse anche tua Dirci di tutto senza dire mai niente Io che ti chiedo scusa Poi poi ti bacio a memoria Panico panico panico Vorrei baciarti Salto mi giro E ripasso senza fermarti Panico panico panico Quando riparti Perché noi siamo un magnifico difetto Che con te è stupendo E non voglio dare un senso a tutto questo Ma con te è diverso E cancelliamo le paure Per poi poterci addormentare Panico panico panico Quando mi guardi E panico panico panico Quando riparti E cancelliamo le paure Perché noi siamo un magnifico difetto Che con te è stupendo E non voglio dare un senso a tutto questo Ma con te è diverso E cancelliamo le paure Per poi poterci addormentare Perché noi siamo un magnifico difetto Che con te è stupendo,67,77QYi88mcI4qXClwTAwxjg,Good Vibes,2019-10-18,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,0.508,0.521,7,-6.749,1,0.0377,0.411,0,0.104,0.459,81.995,204978,it
0IKK48xF4eEdfofyaeKWWO,PILLOWTALK,ZAYN,"Climb on board We'll go slow and high tempo Light and dark Hold me hard and mellow I'm seeing the pain, seeing the pleasure Nobody but you, 'body but me 'Body but us, bodies together I love to hold you close, tonight and always I love to wake up next to you I love to hold you close, tonight and always I love to wake up next to you So we'll piss off the neighbours In the place that feels the tears The place to lose your fears Yeah, reckless behavior A place that is so pure, so dirty and raw In the bed all day, bed all day, bed all day Fucking and fighting on It's our paradise and it's our war zone It's our paradise and it's our war zone Pillow talk My enemy, my ally Prisoners Then we're free, it's a thin line I'm seeing the pain, seeing the pleasure Nobody but you, 'body but me 'Body but us, bodies together I love to hold you close, tonight and always I love to wake up next to you So we'll piss off the neighbours In the place that feels the tears The place to lose your fears Yeah, reckless behavior A place that is so pure, so dirty and raw In the bed all day, bed all day, bed all day Fucking and fighting on It's our paradise and it's our war zone It's our paradise and it's our war zone Paradise, paradise, paradise, paradise War zone, war zone, war zone, war zone Paradise, paradise, paradise, paradise War zone, war zone, war zone, war zone So we'll piss off the neighbours In the place that feels the tears The place to lose your fears Yeah, reckless behavior A place that is so pure, so dirty and raw In the bed all day, bed all day, bed all day Fucking and fighting on It's our paradise and it's our war zone It's our paradise and it's our war zone",65,6BUAjgcgWhtTgRXVqCwF4u,PILLOWTALK,2016-08-22,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.588,0.7020000000000001,11,-4.271,1,0.0496,0.104,0,0.08900000000000001,0.429,124.909,203686,en
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,LMFAO,"Party Rock Yeah Whoo! Let's go! Party rockers in the house tonight Everybody just have a good time (Yeah) And we gon' make you lose your mind (Whoo!) Everybody just have a good time (Clap!) Party rockers in the house tonight (Oh!) Everybody just have a good time (I can feel it, baby!) And we gon' make you lose your mind (Yeah) We just wanna see you...Shake that! In the club: Party rock Looking for your girl? She on my jock (Huh) Non-stop when we in the spot Booty moving weight like she on the block (Whoo!) Where the drank? I gots to know Tight jeans, tattoo, 'cause I'm rock and roll Half-black, half-white: domino Gainin' money. Oprah, dough Yo! I'm running through these hoes like Drano I got that devilish flow rock and roll no halo, we party rock! Yeah, that's the crew that I'm reppin'On the rise to the top, no Led in our Zeppelin (Hey!) Party rockers in the house tonight (Whoo!) Everybody just have a good time (Yeah) And we gon' make you lose your mind Everybody just have a good time (Let's go!) Party rockers in the house tonight Everybody just have a good time (I can feel it, baby!) And we gon' make you lose your mind We just wanna see you...Shake that!Every day I'm shufflin' (Shake) Shufflin', shufflin' (Shake) Step up fast and be the first girl to make me throw this cash We get money don't be mad, now stop - hatin' is bad One more shot for us (Another round!) Please fill up my cup (Don't mess around!) We just wanna see (You shake it now!) Now you wanna be (You're naked now!) Get up, get down, put your hands up to the sound Get up, get down, put your hands up to the sound Get up, get down, put your hands up to the sound (Whoo!) Put your hands up to the sound Put your hands up to the sound (Let's go!) Get up, get up, get up Get up, get up, get up Get up, get up, get up Put your hands up to the sound To the sound Put your hands up (Whoo!) Put your hands up Put your hands up Put your hands up Party rockers in the house tonight (Put your hands up, whoo!) Everybody just have a good time (Put your hands up) And we gon' make you lose your mind (Put your hands up) Everybody just have a good, good, good time Oh-oh-oh-oh-oh (Put your hands up) Oh-oh-oh-oh-oh (I can feel it, baby!) Oh-oh-oh-oh-oh (Put your hands up) Oh-oh-oh-oh-oh (Put your hands up) Shake that!Every day I'm shu-shufflin' Put yo', Put yo' (Hands up) Put yo', Put yo' (Yeah) Put yo', Put yo' (Whoo!) Hands up Put yo', Put yo' (Hands up) Put your hands up Put your hands up Put your hands up Party Rock Yeah Whoo! Let's go! Party rockers in the house tonight Everybody just have a good time (Yeah) And we gon' make you lose your mind (Whoo!) Everybody just have a good time (Clap!) Party rockers in the house tonight (Oh!) Everybody just have a good time (I can feel it, baby!) And we gon' make you lose your mind (Yeah) We just wanna see you...Shake that! In the club: Party rock Looking for your girl? She on my jock (Huh) Non-stop when we in the spot Booty moving weight like she on the block (Whoo!) Where the drank? I gots to know Tight jeans, tattoo, 'cause I'm rock and roll Half-black, half-white: domino Gainin' money. Oprah, dough Yo! I'm running through these hoes like Drano I got that devilish flow rock and roll no halo, we party rock! Yeah, that's the crew that I'm reppin'On the rise to the top, no Led in our Zeppelin (Hey!) Party rockers in the house tonight (Whoo!) Everybody just have a good time (Yeah) And we gon' make you lose your mind Everybody just have a good time (Let's go!) Party rockers in the house tonight Everybody just have a good time (I can feel it, baby!) And we gon' make you lose your mind We just wanna see you...Shake that!Every day I'm shufflin' (Shake) Shufflin', shufflin' (Shake) Step up fast and be the first girl to make me throw this cash We get money don't be mad, now stop - hatin' is bad One more shot for us (Another round!) Please fill up my cup (Don't mess around!) We just wanna see (You shake it now!) Now you wanna be (You're naked now!) Get up, get down, put your hands up to the sound Get up, get down, put your hands up to the sound Get up, get down, put your hands up to the sound (Whoo!) Put your hands up to the sound Put your hands up to the sound (Let's go!) Get up, get up, get up Get up, get up, get up Get up, get up, get up Put your hands up to the sound To the sound Put your hands up (Whoo!) Put your hands up Put your hands up Put your hands up Party rockers in the house tonight (Put your hands up, whoo!) Everybody just have a good time (Put your hands up) And we gon' make you lose your mind (Put your hands up) Everybody just have a good, good, good time Oh-oh-oh-oh-oh (Put your hands up) Oh-oh-oh-oh-oh (I can feel it, baby!) Oh-oh-oh-oh-oh (Put your hands up) Oh-oh-oh-oh-oh (Put your hands up) Shake that!Every day I'm shu-shufflin' Put yo', Put yo' (Hands up) Put yo', Put yo' (Yeah) Put yo', Put yo' (Whoo!) Hands up Put yo', Put yo' (Hands up) Put your hands up Put your hands up Put your hands up",67,1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,2011-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,en
0IMQFfmMikvJge5bweNVxe,Do You Remember,Jarryd James,"When did we lose our way? Easier to let it go, oh So many can't tell anybody Harder to let you know Call me when you made up your mind, but you won't Caught up in the way that you played my heart Only love could ever hit this hard Oh don't be scared about it Don't forget it was real Do you remember the way it made you feel Do you remember the things it let you feel? How do I make you stay When it's easier to let you go, oh Nobody knows what we know about it No one needs to know (Call me, C-Call me) Call me when you made up your mind, but you won't Caught up in the way that you played my heart Only love could ever hit this hard Oh don't be scared about it Don't forget it was real Do you remember the way it made you feel Do you remember the things it let you feel? When you love to your limit You gave all you're given Who you're gonna pray to when you're there When you find out that there ain't no other love, no other love for you, oh Oh don't be scared about it Don't forget it was real Do you remember the way it made you feel Do you remember the things it let you feel? (Do you remember) Oh, when you think about it Do you remember me, oh Do you remember the way it made you feel Do you remember the things it let you feel?",5,5jj6obwl3B9W1AqZ9hDful,Jarryd James EP,2015-09-03,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.65,0.333,1,-9.949,0,0.0548,0.2,1.48e-4,0.125,0.349,72,234427,en
0INWoq84kaWrJN1AxiOrtb,Prrrum,Cosculluela,"NA Mami, yo te he visto Tú llegas a la disco junto a él Yo no me resisto Tú bailas y la disco se quiere romper Mami, yo te robo, ouh-oh Y no pasa na' Tú novio es un bobo, ouh-oh Él no va a hacer na' Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum (Oh Lord) Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum El jefe de la tribu, desde que nos subieron el IVU El novio tuyo está comprando Reebok No sé pique-pique, es Dracula Boy, el de los tickets Tú eres mi girly-girl, baby, así que (Muah) Te quiero en un frasco, pídeme que yo te complazco Dicen que estoy loco del casco Lo-lo-loco crazy, exploto las tarjetas en Macy's Tengo la Thompson como Dick Tracy Pa'l gato tuyo Ra-pa-pa-pa-pai No se ponga bruto Tú sabes cómo brego Tú sabes que no juego, na', na' Ra-pa-pa-pa-pai, pa-pau No te pongas bruto (No te pongas bruto, boy) Tú sabes cómo brego Tú sabes que no juego, na', na' Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum (You know!) Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum Está fronteando con las Converse, el Guaynabito, pero sigo under Duro en la calle sin darle a los dumbbells Mi nombre sí que pesa, yo soy El Princi y tú la princesa Y el gato tuyo Pata lo endereza Le metemos bueno y sano, mami, te los pillo entre Shannan's Y el party se le va a acabar temprano Tú sabes como soy contigo, así que suave conmigo Mami, se pone bruto la saco y te lo fumigo, oh Ra-pa-pa-pa-pai No se ponga bruto Tú sabes cómo brego Tú sabes que no juego, na', na' Ra-pa-pa-pa-pai, pa-pau No te pongas bruto (No te pongas bruto, boy) Tú sabes cómo brego Tú sabes que no juego, na', na' Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum Prrrum Si lo pillo por la calle dice: prrrum Si lo pillo por la disco dice: prrrum Si lo pillo por el area dice: Prrrum, prrrum, prrrum, prrrum It's the Rottweilas Inc., baby Yo' Jaime El Cerebro, El Mueka DJ Blass, El Artesano Echo, The Lab! La verdadera y única Arma Secreta, Lele Ah, a mí no me escriben las canciones, eso e' a ustede' It's the White Lion, baby Tú sabes que nosotros somos los mejores, bro Prrrum You know me, ""El Princi""!",1,0D40hQgz3Czyl4LJ7B7IBA,El Principe,2009-01-01,Reggaeton viejito🔥,0si5tw70PIgPkY1Eva6V8f,latin,reggaeton,0.843,0.727,5,-4.172,0,0.228,0.096,0,0.341,0.685,90,237547,es
0iOz0vjSdRKCCCOvJNyoSk,Vamos a Portarnos Mal,Alkilados,"NA (Shaba-raba-ra, jaja) A pesar que no tengo dinero, yo te iré a buscar Desde que te conocí en febrero, no me dejas de gustar Tú hace' que yo pierda la cabeza Y solo tengo pa' invitarte una cerveza Y yo no sé si mi propuesta te interesa Pero te veo y mi mente se pone traviesa Y vamo' a portarnos mal, ay El que se porta bien no goza Igual trata lo que no hay, hay Pero la noche es tan lujosa, así que Vamo' a portarnos mal, ay El que se porta bien no goza Igual trata lo que no hay, hay Tú cada día más hermosa Menos mal que tú no eres interesada Menos mal no rechazaste la llamada Yo te llevo a un viaje sin hacer escala' El pasaje tú lo paga' con esa mirada Yo quiero estar junto a ti en Madrid Contigo amanecer en París Mientras tanto, pequemos aquí imaginando que estamo' en Brasil Vamo' a portarnos mal, ay El que se porta bien no goza Igual trata lo que no hay, hay Pero la noche es tan lujosa, así que Vamo' a portarnos mal, ay El que se porta bien no goza Igual trata lo que no hay, hay Tú cada día más hermosa (Dímelo, Alcover, eh; Alkilado-os, yeh-ay) A pesar que no tengo dinero, yo te iré a buscar Desde que te conocí en febrero, no me dejas de gustar Tú hace' que yo pierda la cabeza Y solo tengo pa' invitarte una cerveza Y yo no sé si mi propuesta te interesa Pero te veo y mi mente se pone traviesa Tú hace' que yo pierda la cabeza Y solo tengo pa' invitarte una cerveza Y yo no sé si mi propuesta te interesa Pero te veo y mi mente se pone traviesa Vamo' a portarnos mal, ay (Vamo' a portarnos mal) El que se porta bien no goza Igual trata lo que no hay, hay (Trata lo que no) Pero la noche es tan lujosa, así que Vamo' a portarnos mal, ay (Vamo' a portarnos mal, ay) El que se porta bien no goza (No, no) Igual trata lo que no hay, hay (Trata lo que no) Tú cada día más hermosa (Cada día más; cada día más; Cada día más; la-la-la-la-la; yeh, yeh-ay, jaja, ¡pum!) El verano comienza cuando nosotros digamos (Shaba-raba-ra; shaba-raba-ra; playa party, ja) Alkilado-os",56,5JxtxOtsqbTKY1UEVDB9z9,Vamos a Portarnos Mal,2019-12-20,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.777,0.78,8,-6.146,1,0.102,0.0464,1.4e-4,0.0999,0.5589999999999999,98.02,183359,es
0iPy1MWCrOT7SjGs14zSSv,Keep Your Head to the Sky,"Earth, Wind & Fire","Master told me one day I'd find peace in every way But in search for the clue Wrong things I was bound to do Keep my head to the sky For the clouds to tell me why As I grew, and with strength Master kept me as I repent And he said Keep your head to the sky Keep your head to the sky He gave me the will to be free Purpose to live His reality Hey, and I found myself never alone Chances came to make me strong To step right up and be a man Cause you need faith to understand So we're saying for you to hear Keep your head in faith's atmosphere Keep your head to the sky So the clouds Keep your head to the sky So they can tell you why, Lord Keep your head to the sky Surely, the clouds are gonna tell you why Gave me the will to be free Purpose to live His reality Ooo, And I found myself never alone Cause chances came, they came to make me strong Hey, to step right up and be a man Ooo, you need faith to understand So we're just saying for you to hear Keep your head in faith's atmosphere Keep your head to the sky Keep your head to the sky Don't walk around with your head hung down Keep your head to the sky Keep your head to the sky Surely, surely the coulds are gonna tell you why Keep your head to the sky Keep your head to the sky Keep your head to the sky",46,01c1PLpIdfwy47yid7GqKB,Head To The Sky,1973-05,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.525,0.476,9,-13.202,0,0.0531,0.0321,0,0.5660000000000001,0.37,88.943,311080,en
0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,"Not a soul up ahead And nothing behind There's a desert in my blood And a storm in your eyes Am I the king of nothing at all? Then you're the queen of nothing at all Well, I remember the fight And I forget the pain I got my hand in your pocket And my key on your chain Am I the king of nothing at all? Then you're the queen of nothing at all Oh, through the wilderness You and I we're walking Through the emptiness Oh, my heart is a mess Is it the only defense Against the wilderness Cross my heart And hope to die Taking this one step at a time I got your back if you got mine One foot in front of the other All that we have is each other One foot in front of the other Not a soul in the road Not a star in the sky It's a desert in my heart And I know where to hide I'm your king of nothing at all And you're my queen of nothing at all Well, out here in the dust If you don't have trust Ain't nothing left of us This is the exodus They're just testing us They can't flex with us They can't mess with us They can't mess with us Oh, through the wilderness How come even together There can be loneliness? Oh, our heart's a mess But it's our only defense To brave the wilderness Cross my heart And hope to die Taking this one step at a time I got your back if you got mine One foot in front of the other One foot in front of the other All that we have is each other One foot in front of the other In the so-called land of the free One foot in front of the other All that we have is each other One foot in front of the other",65,4fe1YmssM6Ugs6UyA7OdGg,What If Nothing,2017-11-10,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.5820000000000001,0.821,0,-4.8610000000000015,1,0.0365,0.0075400000000000016,2.1e-6,0.818,0.468,100.025,261373,en
0iQmZXv7e8EHcmJmHpZX3o,Eres Top,Ozuna,"NA Woh-oh, oh-oh Woh-oh-oh-oh Ozuna Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh Yeah-eh, eh-eh Hi Music Hi Flow, yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Dímelo, TY Baby, eh, eh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Cuatro 'e la mañana en el baile Sudando como que me falta el aire De ese jarabe, mami, tú tráeme Mi cama nos espera, así que caile Una demente, me gusta cómo me usa Te veo y es como si yo me llenara de musa (Woh-oh-oh) Róbame así como una intrusa (Yeah-eh-eh) Rómpela, y no se me rehúsa (Baby) Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Bailame, el DJ la prendió, oh Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh Yeah-eh, eh-eh Hi Music Hi Flow, yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Dímelo, TY (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Ozuna, let me talk to her, check this out (Let's go) My old thing back in the game Gave her the game but she still left me with the pain (Woh-oh-oh) I guess I need a girl again Somebody I could marry, give the world again (Yeah-eh-eh) 'Cause the sun don't shine forever, unless it's bad boy (Woh-oh-oh) Then you know that we ride forever Necesito una niña, Cîroc con piña We in Puerto Rico, una mami latina, yeah Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Jaja Ozuna They call me ""Diddy"" (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) DJ Snake Hi Music Hi Flow, yeah Yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Bad boy Dímelo, TY (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) I see you, girl Baby, eh-eh Let's go! NA Woh-oh, oh-oh Woh-oh-oh-oh Ozuna Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh Yeah-eh, eh-eh Hi Music Hi Flow, yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Dímelo, TY Baby, eh, eh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Cuatro 'e la mañana en el baile Sudando como que me falta el aire De ese jarabe, mami, tú tráeme Mi cama nos espera, así que caile Una demente, me gusta cómo me usa Te veo y es como si yo me llenara de musa (Woh-oh-oh) Róbame así como una intrusa (Yeah-eh-eh) Rómpela, y no se me rehúsa (Baby) Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Bailame, el DJ la prendió, oh Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh Yeah-eh, eh-eh Hi Music Hi Flow, yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Woh-oh, oh-oh (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Dímelo, TY (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Ozuna, let me talk to her, check this out (Let's go) My old thing back in the game Gave her the game but she still left me with the pain (Woh-oh-oh) I guess I need a girl again Somebody I could marry, give the world again (Yeah-eh-eh) 'Cause the sun don't shine forever, unless it's bad boy (Woh-oh-oh) Then you know that we ride forever Necesito una niña, Cîroc con piña We in Puerto Rico, una mami latina, yeah Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Llega y se queda con el club (El club) El corillo 'e su' amiga' le llegó (Le llegó) Yo sé que eres una del top Báilame, el DJ la prendió, oh Yo te vi ese día en el club, pero luego de eso te perdí, yeah Yo sé que eres una del top, pero aprovecha que estoy aquí Quiero devorarte, quisiera escaparme Bailar to'a la noche, eh, junto a ti, baby (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Jaja Ozuna They call me ""Diddy"" (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) DJ Snake Hi Music Hi Flow, yeah Yeah (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) Bad boy Dímelo, TY (Báilame, el DJ la prendió, oh Báilame, el DJ la prendió) I see you, girl Baby, eh-eh Let's go!",72,7f6r6ijWtMJ0QYydwuCYvH,Nibiru,2019-11-29,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,rap,trap,0.823,0.622,11,-5.706,1,0.0491,0.0105,2.69e-6,0.0453,0.602,100.022,204853,es
0iRk0TRxGqhQT9FTTGDQlb,Find My Way,From Inside,I've finally reached the crossroads That I've come to fear A life lived without direction Has led me here (it's led me here) I'm tearing at the seams I'm hoping that I'll find my way I'll find my way Out here I'll find myself I am who i choose to be Not somebody else A moment lost in time A life we failed to find I turn back on myself again Directionless I am The compass inside my head Has left me lost again I'm tearing at the seams I'm hoping that I'll find my way I'll find my way I looked up to the sky at night (The sky at night) I finally felt alive (I felt alive) One breath that had set me free A first step to be more than me I found a place i could call my home A new life to make my own I managed to fix myself With decency over wealth I'd found a better way I'm tearing at the seams I'll find.. i'll found.. I'm tearing at the seams I'm hoping that I'll find my way I'll find my way,19,0nZ9esZ3QKb0rEquzgFLnm,Find My Way,2016-04-25,Rock Hubspot,5hvf4yL105Rw6cvCP6AMjM,rock,hard rock,0.405,0.92,7,-3.975,0,0.0529,0.00132,0,0.213,0.407,140.059,224207,en
