track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
7uQ8L9eoeKJPXWG9kG7gFX,Love Of My Life (An Ode To Hip Hop) - Album Version Edit,Erykah Badu,"Right here what we gone do is go back Way Way back, yea Way back Ooh... Way back, yeah I met him when I was a A little girl, he gave me He gave me poetry He was my first But in my heart I knew I Wasn't the only one'Cause when the tables turned He had to break, but... Whenever I got lonely Or needed some advice He gave me his shoulder His words were very nice But that is all behind me 'Cause now there is no other My love is his and his is mine A friend became the... Love of my life You are my friend Love of my life I can depend Love of my life Without you, baby It feels like I sampled true love But the shit didn't clear A freak-freak, y'all, and ya don't stop A to the beat y'all and ya don't stop A freak-freak Or could it be that it was All just so simple then A teenage love but you said He's just a friend He moved around and we kept In touch through his friend Mike The world was young and we knew We couldn't rush but... Whenever I got lonely Or needed some advice He gave me his shoulder His words were very nice But that is all behind me 'Cause now there is no other My love is his and his is mine A friend became the... Love of my life You are my friend Love of my life On you I can depend, yeah, yeah Love of my life Without you, baby It feels like I sampled true love But the shit didn't clear Y'all know how I met her We broke up and got back together To get her back, I had to sweat her Thought she'd roll with bad boys forever in many ways Them boys may be better, to grow, I had to let her She needed cheddar and I understood that Looking for cheese, that don't make her a hoodrat In fact she's a queen to me, her light beams on me I love it when she sings to me It's like that and a... Love of my life Ooh, you know you rock my world and Love of my life You B-boy and I'm B-girl'n Love of my life It don't stop until the break of dawn, ooh... Love of my life Ooh, you know you rock my world and Love of my life You B-boy and I'm B-girl'n Love of my life Yeah...",41,1oJIFrDoyKF1aV8sq0rBAQ,Worldwide Underground,2003-09-16,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.5920000000000001,0.51,7,-7.271,1,0.49,0.2,4.95e-6,0.201,0.564,84.931,230387,en
7uQWtaM6QwPLVTnw2xEXhw,Dark Beat - Original Murk Mix Radio Edit,Oscar G & Ralph Falcon,I feel it deep inside me I wanna ride it I can't fight it I might as well rely on the drum beat DJ pumps a low-end frequency I can't hide it I won't deny it 'Cause I'm addicted to drums And I'm a slave to the dark beat,34,0EHWjVsGrwnwRFK8UPHoAk,Dark Beat Remixes,2002,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,0.926,0.77,1,-5.714,1,0.0573,0.00339,1.03e-4,0.12,0.484,127.844,224893,en
7uqXoZoKZKjuRdNphOQOgU,Whisper,Boombox Cartel,"All around me smoke is heavy Going down deep, I'm not ready The world is burning but I don't even care I'm just waiting for you to be there Sirens are screaming, I just can't relax (just can't relax) Currents are strong and you're pulling me back 'Cause when I fall and hit the wall The only escape is your voice in the rain And that's when you whisper And that's when you whisper And that's when you whisper Used to be so insecure Always drowning in the storm The sky is falling but you held up the air Now I'm feeling you everywhere Sirens are screaming, I just can't relax (just can't relax) Currents are strong and you're pulling me back 'Cause when I fall and hit the wall The only escape is your voice in the rain And that's when you whisper And that's when you whisper And that's when you whisper",57,7a1Lh7WhJ3sUrO0G0IuJO3,Whisper,2018-03-02,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.505,0.848,6,-2.174,1,0.0823,0.168,1.21e-4,0.116,0.281,150.04,235200,en
7uRcUUmZpU4YVZFNVZnyXd,Soldier of Fortune,Deep Purple,"I have often told you stories About the way I lived the life of a drifter Waiting for the day When I'd take your hand And sing you songs Then maybe you would say Come lay with me and love me And I would surely stay But I feel I'm growing older And the songs that I have sung Echo in the distance Like the sound Of a windmill going around I guess I'll always be A soldier of fortune Many times I've been a traveler I looked for something new In days of old When nights were cold I wandered without you But those days I thought my eyes Had seen you standing near Though blindness is confusing It shows that you're not here Now I feel I'm growing older And the songs that I have sung Echo in the distance Like the sound Of a windmill going around I guess I'll always be A soldier of fortune Yes, I can hear the sound Of a windmill going around I guess I'll always be A soldier of fortune I guess I'll always be A soldier of fortune I have often told you stories About the way I lived the life of a drifter Waiting for the day When I'd take your hand And sing you songs Then maybe you would say Come lay with me and love me And I would surely stay But I feel I'm growing older And the songs that I have sung Echo in the distance Like the sound Of a windmill going around I guess I'll always be A soldier of fortune Many times I've been a traveler I looked for something new In days of old When nights were cold I wandered without you But those days I thought my eyes Had seen you standing near Though blindness is confusing It shows that you're not here Now I feel I'm growing older And the songs that I have sung Echo in the distance Like the sound Of a windmill going around I guess I'll always be A soldier of fortune Yes, I can hear the sound Of a windmill going around I guess I'll always be A soldier of fortune I guess I'll always be A soldier of fortune",50,1G5FycaSPGPZiwMDxrumgm,The Platinum Collection,2005-06-17,Mega Rock Ballads: The Best Slow Rock Compilation Ever !,6LJtRKgDpzM8ZbbwC0jLhe,rock,album rock,0.456,0.395,2,-10.129,0,0.0293,0.359,1.73e-4,0.0984,0.243,132.611,195160,en
7useXLqEWfoNdRveqGoQpv,Thangs,Steve Lacy,"Baby girl, we can do all the thangs you want to do Baby girl, we can do all the thangs you want to do Thangs you want to do Thangs you want to do Baby we can do whatever you wanna Call the shots girl you can do what you wanna I mean I got some shit that I can put you on But it's your dance so do whatever you wanna Baby girl, we can do all the thangs you want to do Baby girl, we can do all the thangs you want to do Thangs you want to do Thangs you want to do",45,47DbvIExnHbqAhIuzBAO9W,Steve Lacy's Demo,2017-02-24,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.923,0.7929999999999999,6,-3.755,1,0.0723,0.0189,0.197,0.264,0.537,124.003,110415,en
7uSZPbd8DxdkmSauCKnITY,We Rise,San Holo,We rise We fall We rise We fall We rise We fall We rise We fall We rise Swirl We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise Swirl We rise We fall We rise We fall We rise We fall We rise We fall We rise Swirl We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise We fall We rise Swirl,63,1fgSS7d1R3fin79TUkhuxW,We Rise,2015-02-23,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.747,0.491,6,-6.042999999999998,1,0.0639,0.197,1.77e-5,0.0837,0.8270000000000001,145.034,266483,en
7utoClKnLShFg6u6dZ20gp,Breaking Up Is Hard to Do,Neil Sedaka,"You tell me that you're leaving I can't believe it's true Girl, there's just no living Without you Don't take your love away from me Don't you leave my heart in misery Cause if you go then I'll be blue Breaking up is hard to do Remember when you held me tight And you kissed me all through the night Think of all that we've been through And breaking up is hard to do They say that breaking up is hard to do Now I know, I know that it's true Don't say that this is the end Instead of breaking up, I wish that we were making up again I beg of you, don't say goodbye Can't we give our love just one more try Come on baby, let's start anew Breaking up is hard to do Breaking up is oh so hard to do",53,7s1t3zA17RfNVhMYv2v52o,Collections,2003-03-29,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.742,0.674,8,-7.648,0,0.0354,0.7879999999999999,0,0.0698,0.964,116.53,136267,en
7uTx2o4PJ7UC0oNjtGkaS6,Smoke Some Weed,Ice Cube,"George Bush, George Clinton, Bill Clinton Chris Farley, Chris Rock, Bob Marley Rick James, knew how to throw a party ""Smoke some weed""Snoop Dogg, all the way to Cheech and Chong Cypress Hill, Robert Downey hit the bong Ricky Williams, fuck how Miami feeling ""Smoke some weed"" This is West coast nigga thinking California quicksand got a nigga sinking I can give a fuck what you niggas drinking Smoke some weed This is West coast nigga thinking California quicksand got a nigga sinking I can give a fuck what you bitches drinking Smoke some weed If you a baller, nigga I'm a hall of famer Lion tamer, with two fo'-fifth flamers Understand, that yo' life's in danger Didn't your momma, tell you not to talk to strangers Lil' nigga, I'm the Hillside Strangler Have a banger, calling for the Lone Ranger Most rappers, they wanna fuck sangers I'm a nigga, that wanna own Topanga G4, pull it up out the hanger A lil' something, to fuel you niggas anger The swine, I'm your face rearranger In a mansion cause Jesus born in a manger Motherfucker, belong on Jerry Spranger I'm a gangsta, up in your CD changer I'll gank ya, for 20 bucks then I'll thank ya Police, still get the middle fanger Lil' niggas, don't try this at home Momma in the bathroom leave her ass alone Cause she probably taking chronic straight to the dome Go play you lil' fucker, stop being grown Dave Chappelle, 50 million and a throne With a big Zulu bitch, nigga getting blown Watch your tone, if your wear Coppertone Go back to Africa used to be a theme song I'm in the zone, do anybody got a Zong? I ain't your poppa, but daddy is a rolling stone Youse a clone, who don't know the shit you on Unless it's on, a motherfucking ringtone I'm in a room with two bottles of Patron You need a loan, to fuck with the Family Stone Nigga go on, tell 'em Ice Cube is home Gorilla niggas, here come King Kong Ice Cube motherfucka West Coast motherfucka Smoke some weed",34,0QH5E7FrDP91pWyc3gYQPw,"Laugh Now, Cry Later",2006-01-01,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.74,0.8320000000000001,8,-4.912,1,0.221,0.0179,0.0049,0.0797,0.473,86,226520,en
7uUahoeqGNRMbpdeiLj1rS,Panic Room,Au/Ra,"Welcome to the... Welcome to the... Welcome to the... Welcome to the... Hell raising, hair raising I'm ready for the worst So frightening, face whitening Fear that you can't reverse My phone has no signal It's making my skin crawl The silence is so loud The lights spark and flicker With monsters much bigger Than I can control now Welcome to the panic room Where all your darkest fears are gonna Come for you, come for you Welcome to the panic room You'll know I wasn't joking When you see them too, see them too Welcome to the panic room Welcome to the... Welcome to the... Welcome to the... Welcome to the... Still waiting, hands shaking Maybe the coast will clear But these voices, these strange noises They followed me in here My phone has no signal It's making my skin crawl The silence is so loud The lights spark and flicker With monsters much bigger Than I can control now Welcome to the panic room Where all your darkest fears are gonna Come for you, come for you Welcome to the panic room You'll know I wasn't joking When you see them too, see them too Welcome to the panic room Welcome to the... Welcome to the... There's no crying wolves now 'Cause the truth has settled in Hiding under goose down For your nightmare to begin There's no crying wolves now Welcome to the... Welcome to the... 'Cause the truth has settled in Welcome to the... Welcome to the... Hiding under goose down Welcome to the... Welcome to the... For your nightmare to begin Welcome to the... Welcome to the... Welcome to the panic room Where all your darkest fears are gonna Come for you, come for you Welcome to the panic room You'll know I wasn't joking When you see them too, see them too Hell raising, hair raising I'm ready for the worst",75,3F83QiIRImUneMzZdSaTTM,Panic Room,2018-02-09,Intro to Indie Poptimism,6Ylmweq4pT7j3ScIv5uq1c,pop,indie poptimism,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-6,0.099,0.0636,97.91,237773,en
7uuBfgY1vBCalrQRyyQhqs,Gospel,Rich Brian,"(Duh) Ayy, huh, yuh (Members only) Hey, shouts-out Rich Chigga (Haha, gang) Ayy (Ronny J, listen up) Ayy, ayy, ayy Niggas move like hoes, I don't get it, bitch, yuh I will put a fuckin' hole in your fitted bitch, yuh Run a check, Lil Llàri, bitch, I'm with it, bitch, yuh Backseat, with that heat, fuck with it, ayy (Yuh) Bitch, I'm on parole, still hit the dope, ayy (Yuh) I just wanna fuck, ayy, bitch, I am a ho, ayy (Yuh) FEDs on a stroll, still keep a pole (Ayy, yuh) Fuck with my niggas, catch a dick in your throat (Ayy, huh) Fuck wit' it, fuck wit' it, fuck wit' it, fuck wit' it Fuck wit' it, fuck wit' it, fuck wit' it, fuck wit' it, ayy Fuck nigga, ayy, fuck nigga, ayy, fuck nigga, ayy, fuck nigga Fuck wit' it, fuck wit' it, fuck wit' it, fuck wit' it (Ayy) Fuck wit' it, fuck wit' it, fuck wit' it, fuck wit' it, ayy Fuck nigga, yuh, ayy (Yuh) Fuck nigga, yuh, ayy (Yuh) Fuck nigga, yuh (Yuh) Ayy, yuh (Ayy) I got opiate in my mothafuckin' vein, yuh (Ayy, yuh) I got orca blade in my mothafuckin' hand, yuh (Ayy, yuh) Kill my enemies then they go bleed to death, yuh (Ayy, yuh) Wrist from underwater and my Gin on some Satan, yuh (Ayy, yuh)난 그냥 천천히 killin' myself (Yuh) Let me go underwater and wet up myself (Ayy, yuh)이 세상한테 패배할 바에 (Ayy, yuh) 그냥 난 차라리 자살할래 (Ayy, yuh)난 걸어 다니는 범고래 (Ayy, ayy) Sprayin' water like Killer Whale (Ayy, ayy) Look at my, look at my orca fames (Ayy, ayy) It's us, flexin' like cocaine (Ayy, whoa)도망쳐, 쫓아갈 땐, ayy (Ayy, whoa)잡히면 뺏겨, 네 체인, ayy (Ayy, whoa)그래, 인마, 나-, 나는 죄인 (Ayy, whoa) Tanking on my neck, know I'm the man (Ayy, umm, whoa) And I'm still Underwater-water (Ayy, whoa)난 수상에서 신처럼 걸어 (Ayy, yuh, whoa)친구들이랑 복면 쓰고 털어 (Ayy, whoa)시도 말고 우릴 보면 도망쳐, wuss (Bitch, ooh, ayy) Fuck it up, run it up, 도망쳐, ayy (Bitch, ooh, ayy) Fuck it up, run it up, 도망쳐, ayy (Bitch, ooh, ayy)도망쳐, 도망쳐, 어디로, 어디로 (Bitch, bitch)잡히면 나는 뺏어, 네 체인 (Yeah, chain, chain) Fuck it up, run it up, 도망쳐, ayy (Bitch, ooh, ayy) Fuck it up, run it up, 도망쳐, ayy (Bitch, ooh, ayy)도망쳐, 도망쳐, 어디로, 어디로 (Bitch)잡히면 나는 뺏어, 네 체인 (Yeah, bitch, ayy) Uh, ayy, yuh Born in '99 and I got 99 chicks in my crib (Ayy, what?) X got out the Pen, I knew about it from his fuckin' team (Ayy) Only make this shit then when you listen, you gon' fuckin' quit Not from Florida but they like, ""He go hard, he just a jit"" (Buh, ayy) On my dick, ayy, why you on my dick? Swear, last week, you wasn't fuckin' with me Now you tryna click (Ayy) Wait, bitch, please do not make me wait I fly over to your state (Ayy) Don't be lyin' like the mothafuckin' cake, uh (Ayy)20/20 vision, still not fuckin' with it Every move I make, I do with precision Everybody tryna get on a song But what is the purpose when I'm not the feature? Whoa, tryna be the G.O.A.T. but I just see them walkin' by my door Make the country proud, I got the governor wearin' all my clothes",7,79M1nv9rYaZvyt1GmyDAEa,Gospel,2017-05-12,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.6809999999999999,0.659,9,-6.405,1,0.268,8.560000000000001e-4,8.17e-6,0.11,0.225,156.004,173294,en
